feature_id,hits,n_prompts,mean_activation,context_specificity,token_specificity,context_specificity_vs_baseline,token_specificity_vs_baseline,firing_rate,composite_score
1589,90,50,2.8416253566741942,0.17467188707152542,0.339192446432289,0.10827588907042679,0.008056517801460161,0.01001001001001001,0.3196204450435654
1666,37,19,2.626272678375244,0.17121652586174377,0.36860436749323333,0.10482052786064514,0.037468438862404474,0.00411522633744856,0.33589255082434966
3113,40,17,2.2535160064697264,0.16733965884979582,0.386827059905236,0.10094366084869719,0.05569113127440717,0.0044488933377822264,0.3024621904247271
5700,117,72,3.4602114502181354,0.16661707549726087,0.5318518168543566,0.10022107749616224,0.2007158882235277,0.013013013013013013,0.6003106179123723
3435,136,50,2.9063752153340507,0.15991141396502623,0.3477075429296074,0.0935154159639276,0.01657161429877857,0.015126237348459571,0.3242441132586899
1719,81,50,2.705246842937705,0.1584033650791393,0.3360314786676042,0.09200736707804066,0.004895550036775331,0.009009009009009009,0.28193143104907326
6994,74,48,2.7691419511227995,0.1527351257296054,0.586285980246948,0.08633912772850677,0.25515005161611914,0.00823045267489712,0.461164329972308
3775,24,16,3.321533734599749,0.1522688548410497,0.4737620288138327,0.08587285683995108,0.14262610018300387,0.002669336002669336,0.49396137305825505
7063,24,19,2.650086080034574,0.15134934342766554,0.3158373741294913,0.0849533454265669,-0.015298554501337547,0.002669336002669336,0.23456195304768235
2964,126,55,4.286967459179106,0.15078720688381386,0.6536676536652881,0.08439120888271523,0.32253172503445926,0.014014014014014014,0.7327466355378611
5536,89,64,3.330850102928247,0.15034341343540647,0.7856022659051004,0.08394741543430784,0.45446633727427155,0.009898787676565454,0.5973368131525376
3798,36,35,3.364561210076014,0.14957214061984034,0.5294487433040681,0.0831761426187417,0.19831281467323925,0.004004004004004004,0.5236435785537019
5030,55,31,2.8063073375008325,0.14879974604002175,0.31496724947386684,0.08240374803892311,-0.016168679156962018,0.006117228339450562,0.244284254186519
6437,68,52,3.2324318026795105,0.14709346242154256,0.3134064786010227,0.08069746442044393,-0.017729450029806137,0.0075631186742297855,0.2760131924949975
309,65,37,2.965915239774264,0.1432997455930579,0.33457110054353517,0.07690374759195925,0.003435171912706314,0.007229451673896118,0.2871162867814466
4159,25,10,3.585301928520203,0.14132031135738674,0.5332105796075257,0.0749243133562881,0.20207465097669686,0.0027805583361138917,0.5275027594725294
3811,53,26,4.569525898627515,0.14035590875107212,0.5238423362922722,0.07395991074997349,0.1927064076614433,0.005894783672561451,0.6618849548663511
6598,39,35,2.8720302153856325,0.1395745031769251,0.9092843621859943,0.07317850517582647,0.5781484335551654,0.004337671004337671,0.4846769757087521
6747,114,80,3.0135624889741863,0.1368368973432111,0.3441028289780408,0.07044089934211248,0.01296690034721193,0.012679346012679346,0.29605318050417
2606,151,67,2.8671613071138498,0.1366468811700003,0.3250084047186178,0.07025088316890166,-0.0061275239122110525,0.016794572350127907,0.2538939294087807
3132,72,38,2.8648070444663367,0.13460556525159792,0.3827960952326604,0.06820956725049929,0.051660166601831536,0.008008008008008008,0.31884102074929677
3392,183,91,2.9999447135977406,0.13455300933265785,0.33249778423336784,0.06815701133155921,0.001361855602538986,0.020353687020353686,0.2745332735217198
